gender,field,uses_ai,frequency,ai_course,technical,practical,critical,overall_label,technical_level,practical_level,critical_level
1,0,1,4,0,3.2137565977461597,2.7467700557685335,2.95515730539873,Moderate,Medium,Medium,Medium
1,1,1,4,0,3.5456284585626467,3.3534654250925766,3.9805461421552657,Advanced,High,Medium,High
0,0,1,2,0,2.506813572405953,2.8254721772502114,2.77071231245479,Moderate,Low,Medium,Medium
0,1,0,4,0,3.474298608177311,3.3839684835053894,3.080816570964851,Moderate,High,Medium,Medium
1,1,1,0,0,2.1511429258230104,2.2580667852201497,2.150808328083664,Beginner,Low,Low,Low
1,1,1,0,0,2.3124124591579927,1.6888090759205148,2.0026598565922042,Beginner,Low,Low,Low
1,1,1,2,0,2.667473941609667,2.532992538168292,2.798287769164052,Moderate,Medium,Low,Medium
1,1,1,1,0,2.333152906115853,2.741651269216048,2.4975144501596493,Beginner,Low,Medium,Low
1,0,0,0,0,1.3406746067545683,1.7338707836222989,1.447943559529613,Beginner,Low,Low,Low
0,0,1,0,0,1.4444484572943481,1.4083608295505297,1.4919314552995349,Beginner,Low,Low,Low
1,0,1,0,0,1.4975003714987092,1.3635390769225206,1.5582790779316475,Beginner,Low,Low,Low
1,1,1,1,0,2.539767755617593,2.2785939579977113,2.4626424453604825,Beginner,Low,Low,Low
1,1,1,1,0,2.445057486184803,2.3239352081859836,2.6583379399331437,Beginner,Low,Low,Medium
1,1,0,4,0,3.494432450402877,3.4739305893156636,3.4670159484177434,Advanced,High,High,High
0,1,1,3,0,2.8611555129360275,2.703242262614428,2.677693239123008,Moderate,Medium,Medium,Medium
0,2,0,3,1,3.646248169587213,3.3020559219040004,3.0298376010072468,Moderate,High,Medium,Medium
1,0,1,3,0,3.1965212325159382,3.136927370979761,2.9764583075016984,Moderate,Medium,Medium,Medium
1,1,1,3,0,3.5916264453075737,3.5569564837308842,3.295194234611789,Advanced,High,High,Medium
1,1,1,0,0,1.6699468679239664,1.6647982354962325,1.6068771074492383,Beginner,Low,Low,Low
1,0,1,0,0,1.0756519394761432,1.3619002118693977,1.8295231104585585,Beginner,Low,Low,Low
0,0,0,2,0,1.9697037216698934,1.877779661850554,1.7329076853426533,Beginner,Low,Low,Low
1,1,1,3,0,2.9292707490477157,3.084855316374001,2.792986603555934,Moderate,Medium,Medium,Medium
0,0,1,1,0,1.2222563485454594,1.535368347252574,1.4438953054540788,Beginner,Low,Low,Low
0,0,1,4,0,3.162002525697514,2.990094715331532,3.272702403887997,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.499336187902794,1.1678914355592047,1.1644768443740778,Beginner,Low,Low,Low
1,0,0,4,0,3.0866303113233786,3.4681695458582595,3.4532803625610486,Moderate,Medium,High,High
0,1,1,1,0,2.6169162473106633,2.596822180057157,2.4616685024941405,Beginner,Medium,Low,Low
0,1,1,1,0,2.395419835028131,2.125190646016134,2.4357111360116708,Beginner,Low,Low,Low
0,0,1,3,0,2.8883353266543508,2.9301052675174115,2.895976896938909,Moderate,Medium,Medium,Medium
1,0,0,4,1,3.9438422387497405,3.499191552360144,3.621610001365566,Advanced,High,High,High
1,1,1,1,0,1.7997110788948163,1.6489740275882396,2.0733994302570595,Beginner,Low,Low,Low
1,0,1,3,0,3.2902169678625843,3.15112436258929,3.429633187210909,Moderate,Medium,Medium,High
1,0,1,4,0,3.352859640534338,3.1496105263664242,3.440499600341356,Moderate,Medium,Medium,High
0,0,1,0,0,1.0,1.2269629882156663,1.0790494503541836,Beginner,Low,Low,Low
0,2,1,4,0,3.401799968557305,3.623824562122064,3.3240084576479303,Advanced,High,High,Medium
1,0,1,1,0,1.9624357226275255,2.1756860080720166,1.9903254063976399,Beginner,Low,Low,Low
1,1,1,0,1,2.4104596624694627,2.926946250427279,2.806559569469392,Moderate,Low,Medium,Medium
1,0,1,1,0,2.0110187470864522,2.154932194044184,1.9025492180982917,Beginner,Low,Low,Low
0,0,1,1,0,1.919777029707663,2.066930443383726,2.4087337758136487,Beginner,Low,Low,Low
0,1,1,4,0,3.1830705336195133,3.276436248946971,3.9179464543407696,Advanced,Medium,Medium,High
0,1,0,0,0,1.0,1.0,1.0259111120770223,Beginner,Low,Low,Low
0,0,1,4,0,3.3038616375845153,3.0685821608786976,2.9311689388357127,Moderate,Medium,Medium,Medium
0,1,1,3,0,3.177795152552873,3.0013758734603373,3.2257251082740375,Moderate,Medium,Medium,Medium
1,0,1,1,0,1.5488300044934278,1.3958127147745194,1.4435129376657754,Beginner,Low,Low,Low
0,1,0,1,0,2.091293802549922,1.895497115816145,1.9020437870589926,Beginner,Low,Low,Low
1,1,1,3,0,3.2622535765848495,3.0406899047118525,3.3802055262260935,Moderate,Medium,Medium,Medium
0,0,1,3,0,3.096583933419218,2.833466061319668,3.3466217616411806,Moderate,Medium,Medium,Medium
1,0,0,3,0,2.5983104083610167,2.648001354543675,2.934672647390563,Moderate,Low,Medium,Medium
1,0,0,0,0,1.8527731505684288,1.9414540014329533,1.5802117506847706,Beginner,Low,Low,Low
1,1,1,1,0,1.9391140778625404,2.1292220505346378,2.4497815598868593,Beginner,Low,Low,Low
1,1,1,4,0,3.3673260531116003,3.7243964998538974,3.7442641788147606,Advanced,Medium,High,High
1,1,0,0,0,1.770145265762416,2.1216552039854055,1.731342150971609,Beginner,Low,Low,Low
1,2,1,2,1,3.3305177963921304,3.2877698272340803,3.0486496393099083,Moderate,Medium,Medium,Medium
1,1,1,1,0,2.25614125030355,2.1953276758838434,2.146779551301991,Beginner,Low,Low,Low
0,1,1,2,0,2.597272767865382,2.996896491610076,2.9433596581793635,Moderate,Low,Medium,Medium
1,0,1,3,0,2.5104798327286417,2.400743570103334,2.040731325147435,Beginner,Low,Low,Low
0,2,0,4,0,3.3639748699975387,3.6147806579610147,3.6056265599285444,Advanced,Medium,High,High
1,1,1,3,0,3.6542301144353995,3.60425846789169,3.8337121612641516,Advanced,High,High,High
0,0,0,4,0,3.815474478647083,3.402871247324356,3.915977362844354,Advanced,High,High,High
0,2,0,3,0,3.420802221335242,2.9802581312186107,2.939758203882695,Moderate,High,Medium,Medium
0,0,1,0,0,1.9336809622883062,1.976676037536461,1.8893439020313503,Beginner,Low,Low,Low
1,0,1,1,0,1.8040021821149475,1.9374382833551593,1.943828258668964,Beginner,Low,Low,Low
1,1,1,3,0,3.6218697566148155,3.376984206759685,3.3445644325980672,Advanced,High,Medium,Medium
0,1,1,2,0,2.738751935447584,1.9638523957762717,2.200063492845237,Beginner,Medium,Low,Low
0,0,1,0,0,1.2901238119324552,1.4207812593592708,1.4007251583323557,Beginner,Low,Low,Low
0,2,1,1,0,2.4093828533423487,2.082440645660285,2.528821826649224,Beginner,Low,Low,Low
0,1,0,1,0,1.8090828488065354,2.1709783769654467,2.6918783791807566,Beginner,Low,Low,Medium
1,1,1,2,0,3.163869087428707,3.024737517246823,2.6400519898239905,Moderate,Medium,Medium,Medium
0,1,1,3,0,2.887674838361415,2.7058480965672436,2.9020691915151513,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.5084731005775884,1.4977578762429542,2.041115211385061,Beginner,Low,Low,Low
1,1,1,0,0,1.4576128618273456,1.2901684721936197,1.5959485817829087,Beginner,Low,Low,Low
1,2,1,3,0,2.9823888142318253,2.8212859984875633,3.054937345630685,Moderate,Medium,Medium,Medium
0,0,1,4,0,3.188944897184326,3.119771627065425,3.1926552985866765,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.599557860138968,1.8392079852903813,2.5708794544375113,Beginner,Low,Low,Low
1,0,0,3,0,2.6868044814552405,2.855387643246156,2.827486855017375,Moderate,Medium,Medium,Medium
0,1,1,1,0,2.0808710094977436,1.7593986988927832,1.9431770022454873,Beginner,Low,Low,Low
1,1,1,0,0,1.6971959964851417,2.11577038813791,2.263303956436735,Beginner,Low,Low,Low
1,0,0,2,1,3.419639242461114,3.10966691760503,3.317522522504835,Moderate,High,Medium,Medium
1,0,1,1,0,2.5771237961128883,2.5747089040061866,2.3329385393429387,Beginner,Low,Low,Low
0,0,1,3,0,2.9945185419203484,2.7096421878038277,3.1883214556287967,Moderate,Medium,Medium,Medium
1,0,1,1,0,2.8254933138927996,2.397362183996457,2.837436040712956,Moderate,Medium,Low,Medium
1,1,0,0,0,1.8130106975786662,1.554124068571827,1.5738954830687961,Beginner,Low,Low,Low
1,1,1,3,0,3.7081571486233336,3.448265232841697,3.477097488106971,Advanced,High,High,High
1,1,1,0,0,1.2163865472486406,1.6564394445461315,1.3565156462511496,Beginner,Low,Low,Low
1,0,1,2,0,2.3700688999457977,2.58089213087365,2.183077954472821,Beginner,Low,Low,Low
1,1,0,3,0,3.17883852210046,3.165260522248574,3.274852250264157,Moderate,Medium,Medium,Medium
0,0,1,0,0,1.7297392697060365,1.3531670392103632,1.1207432357618965,Beginner,Low,Low,Low
1,0,1,4,0,3.291233858267441,3.403858843770004,3.262384978936616,Moderate,Medium,High,Medium
1,1,1,3,0,3.0997857520967953,2.990868647536526,3.0024107239640543,Moderate,Medium,Medium,Medium
1,1,1,2,0,3.0063656334693336,2.655892520326927,3.2274491296011276,Moderate,Medium,Medium,Medium
1,1,0,0,0,1.459965683886162,2.1434381455875813,1.3289627505304158,Beginner,Low,Low,Low
0,0,1,2,0,2.4759157096016207,2.4577964889130266,2.3325942371659583,Beginner,Low,Low,Low
0,1,1,0,0,2.2256726918175045,1.7343972886592631,1.7382160213914242,Beginner,Low,Low,Low
1,0,1,1,0,2.443767916578788,2.1601087417293336,2.1446115226242046,Beginner,Low,Low,Low
0,1,1,2,0,2.3750615498899537,2.365297079162406,2.566181704294849,Beginner,Low,Low,Low
1,1,1,0,0,1.7565984702725181,1.9759596032753803,1.9850243770623714,Beginner,Low,Low,Low
1,1,0,4,0,4.034458873703355,3.856190199874348,3.7768237215841673,Advanced,High,High,High
0,1,1,0,0,1.209099813827918,1.161753896487521,1.405531720419709,Beginner,Low,Low,Low
1,2,0,4,0,3.396844298627058,2.9495734077624647,3.2883521461418415,Moderate,Medium,Medium,Medium
1,0,1,0,1,2.4279124879171547,2.3220186724121805,2.7013298920225606,Beginner,Low,Low,Medium
0,1,1,0,0,2.339902604735401,2.043269346302592,2.045083509983851,Beginner,Low,Low,Low
0,1,1,3,0,2.145379244208249,2.1850604308603803,1.9061969006913686,Beginner,Low,Low,Low
1,1,1,1,0,2.4522560434605514,2.509857753015654,2.3714597417066363,Beginner,Low,Low,Low
0,1,1,1,0,1.90139239099098,1.7305092469639036,2.0011372693229497,Beginner,Low,Low,Low
0,1,1,3,0,3.275654142455482,2.9184342488834485,3.187342381354555,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.6797474111159185,2.426651579763221,2.6260263259192107,Beginner,Medium,Low,Medium
0,2,0,2,0,2.278163995076256,2.1835794158871757,2.5330789567320795,Beginner,Low,Low,Low
0,0,1,0,0,1.5079672294098523,1.0,1.409545693525457,Beginner,Low,Low,Low
1,1,0,1,0,1.766183784538253,2.3358973247191055,2.048513735520837,Beginner,Low,Low,Low
0,1,1,1,0,3.000594221400495,3.033291756695889,2.983181759078414,Moderate,Medium,Medium,Medium
1,1,1,2,0,3.197794279963381,3.15751358806952,2.92438785605107,Moderate,Medium,Medium,Medium
1,1,1,0,0,2.1610490912414755,2.5010192020011495,1.9155942268720174,Beginner,Low,Low,Low
1,0,1,0,0,1.4723007604459397,1.5745014695992465,1.7058259551653319,Beginner,Low,Low,Low
1,1,1,0,0,2.044618033873186,1.6073018498378422,1.7119939568296088,Beginner,Low,Low,Low
0,1,1,4,0,3.635391545737077,3.1610731000253907,3.027482927420215,Moderate,High,Medium,Medium
1,1,1,0,1,2.5742326147099384,2.0131323164724715,2.5794091427776276,Beginner,Low,Low,Low
1,0,1,1,0,2.2717603737743266,1.8721301363124219,1.9330993480239087,Beginner,Low,Low,Low
0,1,0,3,0,2.6672456847074493,2.603332837441792,3.1271727019814533,Moderate,Medium,Medium,Medium
0,0,1,2,0,2.6073548684444563,2.1208945342480265,2.3172351677107597,Beginner,Medium,Low,Low
1,0,1,3,0,3.2744887068281976,3.2996458083458036,2.9194211397137337,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.4761381973500816,1.2611034540511392,1.4853505503323634,Beginner,Low,Low,Low
1,1,1,4,0,3.1755209563056153,3.33926170216314,3.4111648024164904,Moderate,Medium,Medium,High
1,2,0,0,0,1.6480198943367381,1.9868387507946608,1.8504474425254778,Beginner,Low,Low,Low
0,0,1,2,0,1.8836996663009753,2.126785586846273,2.4642126854481488,Beginner,Low,Low,Low
0,0,0,2,0,2.502217698889904,2.190250574621527,2.439463187910178,Beginner,Low,Low,Low
0,0,1,4,0,2.7418045024531184,3.0781280752053677,3.4572724869568487,Moderate,Medium,Medium,High
0,0,0,2,0,2.0946566728606535,2.2388970430486683,2.272308715097416,Beginner,Low,Low,Low
1,1,1,0,0,1.3286758213339802,1.692248487846577,2.1520610905550095,Beginner,Low,Low,Low
1,1,1,4,0,4.167676258191952,4.054778142022132,4.29875510964791,Advanced,High,High,High
1,1,1,3,0,3.481711645566876,3.1148876448498326,3.2700197847003194,Moderate,High,Medium,Medium
1,1,1,2,1,3.9389601121934406,3.763634686101513,3.685993118827725,Advanced,High,High,High
1,1,1,0,0,1.5946619348577762,2.1210414173772607,1.4583959563416866,Beginner,Low,Low,Low
0,1,0,2,0,2.5461226427957757,2.64235492900924,2.6162418912178307,Moderate,Low,Medium,Medium
1,1,1,1,0,1.853817820824303,1.7415535929609314,1.7113323724700666,Beginner,Low,Low,Low
0,2,1,3,0,3.099949492407886,2.9033373327911827,3.134726124614955,Moderate,Medium,Medium,Medium
0,1,1,3,0,2.4364886743133862,2.6335845056609712,2.701924973022264,Beginner,Low,Medium,Medium
1,0,1,1,0,1.712172479592873,1.9617597698870464,1.8821125333014603,Beginner,Low,Low,Low
0,2,1,4,0,3.3338232551169993,3.613475632933815,3.435349496202817,Advanced,Medium,High,High
0,2,1,1,0,1.5050055761836165,1.852590249944464,1.7368010937298082,Beginner,Low,Low,Low
0,0,1,3,0,3.2631070429280924,3.0711882433033098,2.9383586458033193,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.611081015966745,2.4120522936060245,1.9812443203834578,Beginner,Medium,Low,Low
0,2,1,1,0,1.010240505152627,1.3558034056661727,1.4014002997719035,Beginner,Low,Low,Low
0,1,1,3,0,3.1083574192510754,2.50571102671312,3.299038508582088,Moderate,Medium,Low,Medium
1,1,1,0,0,2.2707889122841927,2.699179453420524,2.3323297445886535,Beginner,Low,Medium,Low
0,1,1,4,0,3.455751258272153,3.9690980291273417,3.509737550432098,Advanced,High,High,High
1,0,1,0,0,1.2404005180343327,1.049962693889589,1.208059677324765,Beginner,Low,Low,Low
0,1,1,3,0,3.0862813860147207,3.0424645454412884,3.149410505614346,Moderate,Medium,Medium,Medium
1,0,0,3,0,2.6861859106080352,2.989488913999307,3.2983431223060076,Moderate,Medium,Medium,Medium
0,0,1,2,0,1.8337196901543016,2.1055882997505537,2.2031899178232197,Beginner,Low,Low,Low
0,0,1,0,0,1.478363228603839,1.464611705214084,1.7757849580363088,Beginner,Low,Low,Low
0,1,1,4,0,3.4220902315145,3.4945789000467133,3.7380760579997245,Advanced,High,High,High
1,1,1,4,0,3.3764164679530073,3.305117025826156,3.3806679361074212,Moderate,Medium,Medium,Medium
1,1,1,0,0,1.9764631212713555,2.400749663551161,1.9819769505600056,Beginner,Low,Low,Low
1,0,1,4,0,3.015247868947624,2.8460317459236912,2.8401419297044397,Moderate,Medium,Medium,Medium
0,1,1,1,0,2.2103914259740503,2.134938609523146,2.3096051603674552,Beginner,Low,Low,Low
0,0,1,4,0,2.493902820020158,2.108237507516466,2.467014723427662,Beginner,Low,Low,Low
0,1,0,0,0,1.7794748227918977,1.3949331549277573,1.7475575958010978,Beginner,Low,Low,Low
0,1,1,1,0,1.4655070519999172,1.6117901130752248,1.718947719484186,Beginner,Low,Low,Low
1,1,1,2,1,2.946868813519305,3.331424494300668,3.512050673785716,Moderate,Medium,Medium,High
0,0,1,2,0,2.8310877511221477,2.557979287463642,2.620788930385114,Moderate,Medium,Low,Medium
1,1,1,3,0,3.50349278272147,3.134491045268605,3.35400430055552,Moderate,High,Medium,Medium
1,0,0,4,0,3.359606453487953,3.546682141388573,3.3943452070781364,Advanced,Medium,High,Medium
0,1,0,0,0,2.857526564584837,2.84687547459732,2.849496125955881,Moderate,Medium,Medium,Medium
0,0,1,0,0,1.2749979879161117,1.3482376474142066,1.4015324650030403,Beginner,Low,Low,Low
1,0,1,1,0,1.950958934064048,2.3598624600812865,2.047109646243479,Beginner,Low,Low,Low
1,0,1,1,0,2.73877226654554,2.4726965919336945,2.3270417621643213,Beginner,Medium,Low,Low
0,0,1,2,0,2.3703858349947087,2.20666368282987,2.100492780868261,Beginner,Low,Low,Low
1,0,1,2,0,2.5397539960499507,2.9086291816908805,2.338269652140218,Beginner,Low,Medium,Low
0,0,1,1,0,1.5510510635780992,2.2158953025083012,2.0281908405662494,Beginner,Low,Low,Low
1,1,1,0,0,2.1866332885543724,2.0172761234146375,2.359169753197152,Beginner,Low,Low,Low
0,0,1,3,0,3.4172857806120116,3.629290341100142,3.2415665209457845,Advanced,High,High,Medium
1,1,0,4,0,3.455587021044777,3.4591441284024382,2.9855117267812528,Moderate,High,High,Medium
1,1,1,4,0,3.711516387685364,3.503888174987981,3.472965682046117,Advanced,High,High,High
0,0,1,1,0,1.3553697346432532,1.2481213786427592,1.55590069000987,Beginner,Low,Low,Low
0,1,1,2,0,2.8881651984107433,2.7400431749696605,3.2812135786656267,Moderate,Medium,Medium,Medium
0,1,1,1,0,2.182302983607725,2.215796143921029,2.074579309080994,Beginner,Low,Low,Low
0,0,1,1,0,1.945759141899345,2.381685956175493,1.6406282058121908,Beginner,Low,Low,Low
1,1,1,3,0,2.6680476717232584,2.8823874340462554,2.9651074854588466,Moderate,Medium,Medium,Medium
0,0,1,3,0,2.9814213440785866,2.8730991238303374,3.178682837214137,Moderate,Medium,Medium,Medium
0,1,1,3,0,2.54659766477659,2.3146216327419,2.5680941444239296,Beginner,Low,Low,Low
0,1,1,0,0,1.8796023849662464,1.7962538802495125,1.478468277973342,Beginner,Low,Low,Low
0,2,1,1,0,1.9790643201655638,1.9127909989333176,2.180254901051517,Beginner,Low,Low,Low
0,1,0,0,0,2.1600598757088454,1.9889673108156665,2.40524486934254,Beginner,Low,Low,Low
1,0,1,1,0,2.1432675477397742,2.344407495749686,1.8865995091817453,Beginner,Low,Low,Low
1,1,1,0,0,1.8352861682723087,2.229258007064742,1.6746970814220563,Beginner,Low,Low,Low
0,0,1,0,0,1.1154904607163099,1.1907441651685178,1.5833918447773567,Beginner,Low,Low,Low
1,2,1,1,0,1.6365911903169035,1.3422754910105985,1.3924635432185353,Beginner,Low,Low,Low
0,0,0,0,0,1.0,1.0519359133258883,1.1700063450981155,Beginner,Low,Low,Low
0,1,1,0,0,1.3296598687420527,1.4755461095423268,1.3688539192524642,Beginner,Low,Low,Low
1,1,1,3,0,3.2942419946283237,3.469471236941606,3.0417642041953523,Moderate,Medium,High,Medium
0,1,1,3,0,3.6506420106928448,3.746870620816552,3.020631354039557,Advanced,High,High,Medium
0,1,1,4,0,3.2949715262985153,3.4503522807620666,2.8881266151756777,Moderate,Medium,High,Medium
0,1,1,0,0,2.11287424424166,2.0002391455839357,2.33836052878546,Beginner,Low,Low,Low
0,2,1,3,0,2.8969456845425086,3.386284912098663,3.026120626073334,Moderate,Medium,Medium,Medium
1,2,1,4,0,3.299286695112711,3.2558122345860703,3.4186666761087783,Moderate,Medium,Medium,High
0,0,1,4,1,3.851189758106354,3.8226758403173213,4.218352410884795,Advanced,High,High,High
0,2,0,1,0,1.8965034954025997,1.8711382485309156,1.5920400551350624,Beginner,Low,Low,Low
1,1,1,3,0,3.2625835123520277,3.1880327678065132,3.1386071695177886,Moderate,Medium,Medium,Medium
0,0,1,0,0,1.2312713034381568,1.0,1.0,Beginner,Low,Low,Low
1,1,1,0,0,1.9683547827996666,1.7975254358610742,1.644293224564394,Beginner,Low,Low,Low
1,0,1,2,0,2.052452927464355,2.6669884898688405,2.5235260692966426,Beginner,Low,Medium,Low
0,1,1,2,0,2.6128134033200476,2.5895139351196743,2.4216927249942684,Beginner,Medium,Low,Low
0,0,1,1,0,1.7617033509510835,1.740833557135923,1.4787307665066662,Beginner,Low,Low,Low
1,0,1,1,0,2.391519911793406,2.2036152289136863,2.309726823773539,Beginner,Low,Low,Low
0,1,1,1,0,2.121107382476124,1.8481318213714812,2.399141444774994,Beginner,Low,Low,Low
1,0,1,2,1,2.5514801033460976,2.8872769815431365,2.8251334691646224,Moderate,Low,Medium,Medium
0,1,1,4,0,3.596604592708077,3.4583418639077266,3.4596423468744506,Advanced,High,High,High
0,1,1,3,0,2.8074140590469363,2.6594313296213046,2.7255793871383203,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.512690339036174,2.9331871536050045,2.957129127452774,Moderate,Low,Medium,Medium
1,0,1,4,0,2.588590985618654,3.1180352241822065,3.307919616312117,Moderate,Low,Medium,Medium
0,1,1,1,0,2.1380177799831808,2.2685758124625517,2.0234795245600146,Beginner,Low,Low,Low
0,0,0,3,0,2.681117907916271,2.2029444374575715,2.989978974336707,Moderate,Medium,Low,Medium
1,0,1,2,0,1.6420545398817519,1.7992830399614017,1.8873056264562917,Beginner,Low,Low,Low
1,0,1,0,1,1.8574511947198356,2.0783307300068525,2.331342354739955,Beginner,Low,Low,Low
1,1,0,1,0,1.4984509823178953,1.7297444179782542,1.5844527426277282,Beginner,Low,Low,Low
1,1,1,2,1,3.358004647228988,3.3581630796422584,3.6207740209682293,Advanced,Medium,Medium,High
0,2,1,2,0,2.5868899781907104,2.826567835670135,2.636228007236962,Moderate,Low,Medium,Medium
1,0,1,2,0,2.5520665063216494,2.378443669681593,2.103669615910868,Beginner,Low,Low,Low
1,0,1,2,0,2.073670904949915,2.5014030474225324,2.107510333020301,Beginner,Low,Low,Low
1,0,1,0,0,1.6145305194251343,1.827648055379324,1.9118939439664717,Beginner,Low,Low,Low
1,1,0,1,0,2.061107435448309,2.4185224871351116,2.2184654586572803,Beginner,Low,Low,Low
1,1,0,4,0,3.7929855914272665,3.703308880572101,3.961077735135385,Advanced,High,High,High
1,1,0,0,0,1.8608148533977085,2.3376565113453758,2.2843228048811683,Beginner,Low,Low,Low
1,1,1,1,0,2.749288304082806,2.884396629100164,2.7000217854638655,Moderate,Medium,Medium,Medium
0,1,0,4,0,3.596779156085584,3.879822551170655,3.7700141846985527,Advanced,High,High,High
0,2,1,4,0,3.058598595963911,3.2169902507912536,3.2740328830444403,Moderate,Medium,Medium,Medium
1,1,1,0,0,2.1733244059561168,2.0661606637589784,2.0577086724118554,Beginner,Low,Low,Low
0,0,1,3,0,2.3367608996768863,2.424187816695743,2.6858608377667044,Beginner,Low,Low,Medium
0,0,1,0,0,1.6531382386471067,1.7191600598646546,1.2983068979098498,Beginner,Low,Low,Low
1,1,0,2,0,3.008979207791452,2.655549938698096,2.4707419917926132,Moderate,Medium,Medium,Low
0,1,1,3,0,2.4202549790874883,2.5442210546958224,2.3758193551723013,Beginner,Low,Low,Low
1,1,1,1,0,2.355243117638638,2.2475686326283895,2.3864168588421624,Beginner,Low,Low,Low
0,1,0,0,0,2.2816178724991856,2.5695403699375254,2.3678506824158485,Beginner,Low,Low,Low
1,1,1,0,0,2.6249465558486538,2.3678417883874876,2.2830981543901623,Beginner,Medium,Low,Low
1,1,1,3,0,3.1876846578876146,3.0691592398615346,3.429722129381365,Moderate,Medium,Medium,High
0,0,1,1,0,1.7338068261900759,1.9187563592563215,2.2795340504490196,Beginner,Low,Low,Low
0,1,1,1,0,2.2022116125698057,1.7707714596283306,1.9349128967198357,Beginner,Low,Low,Low
1,1,1,1,0,2.5733471986863092,2.5169469768965644,2.456757295204855,Beginner,Low,Low,Low
1,1,1,4,0,3.4825416184787126,3.4045144132332306,3.683130190017299,Advanced,High,High,High
0,0,0,3,0,2.6658754999858605,3.031007519420011,2.993649282866415,Moderate,Medium,Medium,Medium
1,0,1,2,0,2.328580315713284,2.376932093753378,2.2916446041237415,Beginner,Low,Low,Low
1,0,1,1,0,2.208600093010434,2.3734155324363533,2.332081280018073,Beginner,Low,Low,Low
1,0,1,2,0,2.668915274045168,2.430886310125734,2.481903565362319,Beginner,Medium,Low,Low
1,1,1,1,0,2.259121975590106,2.710366747452418,2.41386107737957,Beginner,Low,Medium,Low
0,0,1,3,0,2.3003849571664023,2.3729827305192823,2.31431637378045,Beginner,Low,Low,Low
1,1,1,0,0,1.3230428033447443,1.4312445075855527,1.8522939859929446,Beginner,Low,Low,Low
0,0,0,1,0,1.2190007490306447,1.4029419271216252,1.2307777554643904,Beginner,Low,Low,Low
1,0,0,0,0,1.8913439842303408,1.8526783969731153,1.8281080575913802,Beginner,Low,Low,Low
0,2,1,2,0,2.424513813046837,2.8792635370803454,2.538790192206556,Moderate,Low,Medium,Low
1,1,1,4,0,3.6871743871530835,3.815675764113067,3.5745169708636992,Advanced,High,High,High
0,1,1,4,0,3.510690408121975,3.4375793227858176,3.3709547003008726,Advanced,High,High,Medium
1,0,1,1,0,2.0361714842635648,2.360323220133098,2.070347126943622,Beginner,Low,Low,Low
1,0,1,3,0,2.4706199826785578,2.6247267237374685,2.622410357620151,Beginner,Low,Medium,Medium
0,0,0,0,1,3.0242765272300876,2.668288481843541,2.577100073259221,Moderate,Medium,Medium,Low
1,2,1,1,0,2.13942557979569,1.798279963079254,2.423255417271423,Beginner,Low,Low,Low
0,1,0,1,0,2.1145916162145775,2.1793704495235176,2.17468961387274,Beginner,Low,Low,Low
1,1,1,4,0,3.405045890409431,3.3928405855070274,3.21438369519111,Moderate,High,Medium,Medium
1,1,1,1,0,2.8529732963036327,2.8296039170078817,2.7418791879919775,Moderate,Medium,Medium,Medium
1,1,1,0,0,1.7245750114082545,2.012349480519212,2.0565034196949115,Beginner,Low,Low,Low
0,1,1,1,0,1.9664882441517257,2.011460548515193,2.004207077266043,Beginner,Low,Low,Low
1,1,1,0,0,2.3437162020408353,2.2557058322072847,2.112156737386479,Beginner,Low,Low,Low
0,0,1,3,0,2.596863480799884,2.7243733354155295,2.7188390571310186,Moderate,Low,Medium,Medium
1,1,1,4,0,4.034485060292703,3.606406819770068,4.297672245554236,Advanced,High,High,High
1,0,1,1,1,2.7767897203201177,2.76955013083473,2.3405033504330177,Moderate,Medium,Medium,Low
0,2,0,2,0,3.009250036268111,2.7183873114537622,3.106675759492454,Moderate,Medium,Medium,Medium
1,0,1,0,0,1.5756745229249567,1.4058225092819798,1.4821209949202518,Beginner,Low,Low,Low
1,2,1,4,0,3.515388007214646,3.8311456625700946,3.51040520721092,Advanced,High,High,High
1,2,1,1,0,2.588456664075496,2.4196587603322177,2.455665595173635,Beginner,Low,Low,Low
1,1,1,0,1,2.721799079793255,2.604715987753311,2.8376995637210563,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.725770575974021,2.697753104097801,2.6546632436647886,Moderate,Medium,Medium,Medium
1,1,1,0,0,2.322399840223995,2.618499106794436,2.029098732262248,Beginner,Low,Medium,Low
0,0,1,3,0,2.522928481609069,2.7183575203045036,2.2559560066451936,Beginner,Low,Medium,Low
1,1,1,2,0,2.06280061403802,1.9893683007907685,2.0292525438349425,Beginner,Low,Low,Low
1,1,1,2,0,3.0679672385905903,3.360853617733241,3.3477826963141126,Moderate,Medium,Medium,Medium
1,0,0,3,0,3.0494474010174617,2.7872322392470212,3.0404627381838685,Moderate,Medium,Medium,Medium
0,1,1,3,0,3.491617961696634,3.0767971277513992,3.160104341597879,Moderate,High,Medium,Medium
1,0,1,0,0,1.8975661544002849,2.021902190517431,1.7090500583302037,Beginner,Low,Low,Low
